Date,Max_Temp,Min_Temp,Rainfall,Variety,Blight_Risk,Resistance_Level,Marketable_Yield_t_ha,Fungicide_Apps,Environmental_Impact,Variety_Notes,Month,Average_Humidity_2019 (%),High_Humidity_Season,Humidity_Above_80%,Planting_Season,Planting_Months
2009-06-12,19.8,3.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-13,19.7,4.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-14,20.4,3.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-15,20.0,0.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-16,19.5,1.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-17,20.1,1.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-18,18.6,1.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-19,18.9,3.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-20,20.0,3.4,1.2,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-21,19.8,2.9,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-22,19.6,5.0,2.2,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-23,18.6,2.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-24,18.2,4.3,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-25,19.5,3.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-26,20.0,3.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-27,20.3,3.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-28,20.5,2.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-29,20.8,2.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-06-30,21.2,1.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-01,20.1,0.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-02,21.0,0.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-03,19.9,1.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-04,20.1,0.9,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-05,19.6,0.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-06,19.6,0.8,1.2,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-07,18.4,4.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-08,18.8,5.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-09,19.3,5.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-10,20.6,2.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-11,20.4,2.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-12,19.8,5.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-13,16.2,4.6,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-14,17.9,6.5,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-15,20.2,4.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-16,20.2,4.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-17,18.2,3.5,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-18,19.3,2.7,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-19,19.9,3.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-20,20.1,4.5,2.2,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-21,19.5,2.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-22,19.8,1.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-23,17.0,4.6,0.6,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-24,18.2,3.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-25,18.1,4.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-26,14.8,4.6,1.9,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-27,16.2,4.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-28,18.5,2.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-29,18.2,3.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-30,18.4,2.7,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-07-31,20.2,3.1,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-01,20.2,4.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-02,20.6,4.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-03,20.2,5.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-04,21.0,4.9,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-05,21.7,3.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-06,22.9,4.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-07,18.2,4.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-08,19.3,5.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-09,18.8,4.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-10,18.0,4.0,4.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-11,17.3,5.0,3.4,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-12,19.0,4.0,3.5,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-13,19.3,3.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-14,20.0,3.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-15,20.8,3.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-16,20.7,0.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-17,20.9,4.5,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-18,21.2,2.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-19,22.2,2.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-20,23.0,3.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-21,21.7,4.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-22,20.8,1.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-23,21.3,1.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-24,20.4,1.2,0.7,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-25,20.4,5.6,1.4,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-26,18.0,5.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-27,20.6,6.3,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-28,19.8,4.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-29,20.6,3.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-30,20.4,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-08-31,21.0,5.6,5.4,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-01,18.4,5.0,1.4,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-02,16.0,6.2,2.7,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-03,20.2,4.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-04,21.4,4.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-05,21.6,5.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-06,21.3,6.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-07,23.0,5.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-08,22.8,4.5,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-09,22.2,4.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-10,20.5,6.4,8.0,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-11,16.8,6.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-12,22.8,5.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-13,22.6,5.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-14,22.5,5.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-15,22.4,6.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-16,21.4,5.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-17,19.2,5.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-18,21.8,5.1,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-19,20.7,5.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-20,21.4,6.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-21,20.6,5.2,5.4,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-22,20.5,4.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-23,20.8,5.5,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-24,20.8,7.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-25,20.6,7.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-26,21.0,7.3,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-27,20.0,7.6,2.3,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2009-09-28,18.8,8.1,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
